75.21579 78.90206 77.20416 85.3707 81.48786
77.04981 77.26655 74.23284 88.0248 84.69557
85.55808 79.60887 80.35953 72.69978 74.95423
72.31103 79.03882 92.30494 87.68165 85.2976
83.00171 85.74324 86.305 88.11543 79.39632
79.56051 85.11137 80.95306 82.31403 80.06169
82.84337 83.67079 79.37063 77.95714 79.5353
77.76103 71.79027 74.52345 85.79851 78.74206
74.32822 77.82315 74.93684 76.42554 80.34363
81.46989 71.94814 65.65865 74.57976 69.73192
61.08186 64.94979 72.37107 69.78917 76.41766
75.84285 75.54184 74.33249 76.6101 79.46413
80.84303 81.79086 74.14018 73.21387 78.18478
84.61824 81.73661 79.22859 81.12938 79.88649
80.55693 79.19293 77.81232 85.82765 80.73705
85.05625 93.60136 88.09835 92.12896 77.28556
85.39632 81.36482 82.00252 88.79464 85.59822
78.48985 79.49852 86.19938 81.11205 79.41664
80.75121 88.89884 83.33721 80.01835 81.53342
81.07483 82.18588 79.40216 78.2807 80.15502
79.06505 83.46164 79.76261 81.362 75.22088
84.47366 82.37384 85.80788 79.15632 79.34668
85.79537 81.56141 83.34603 83.76968 81.95828
82.70714 77.84943 84.36364 86.88316 82.76
83.40333 75.43065 80.0812 86.28792 82.76113
83.93158 79.70745 79.44779 81.48541 79.60307
89.6538 88.34934 88.05007 86.93193 82.12858
82.75245 82.90042 80.38957 78.10863 78.19438
87.83851 78.6988 84.14301 78.02062 82.48918
82.79211 80.96935 90.90146 85.84132 79.11988
80.12963 81.17209 77.57944 83.67885 90.37231
86.50984 85.61903 84.9049 87.04098 81.88797
79.80118 78.97981 83.68697 87.02415 77.9553
74.94039 82.81445 85.74123 84.87071 80.40824
86.76905 85.2404 79.6878 88.29425 88.25233
79.85069 75.57207 72.4924 79.93002 81.39142
78.23686 76.82801 80.51934 72.49869 85.23815
84.46658 91.92565 82.60201 83.01943 80.94559
87.4461 83.67298 86.56745 71.16045 69.3902
82.86314 81.02781 70.64262 89.97633 85.0679
81.94725 82.1654 92.21989 87.40605 80.2682
84.17187 78.2039 86.97414 85.56562 80.11309
79.59837 83.29108 77.20202 80.34305 79.97387
79.02933 82.61243 72.24306 74.95638 76.76305
80.88222 76.52601 79.13478 78.368 75.43656
86.15703 85.88075 84.14704 79.83735 72.94771
80.39525 81.56145 83.53428 74.17553 77.25424
84.27403 81.92769 77.18677 76.39534 82.67526
82.68583 81.50966 78.62883 85.29942 81.2126
76.78987 78.07021 76.19688 78.41628 79.73758
72.86399 75.16893 66.10192 61.12353 58.9559
57.13493 55.25808 64.24734 74.58954 72.69728
78.05468 78.32314 76.26297 78.19988 75.13833
74.52657 71.858 76.23781 77.70901 75.30622
76.2024 67.12247 78.49378 78.52584 74.01888
75.75462 86.162 73.21929 78.87387 77.30857
69.53375 74.27623 82.9212 83.56415 81.02549
85.70766 81.72022 82.94066 83.69496 81.57919
83.80784 80.38642 77.77728 72.79548 75.15509
68.45562 73.03293 74.06111 72.26996 73.71059
70.22288 75.025 74.18246 72.21083 69.7092
65.05855 58.07907 57.45359 72.0423 87.98662
93.5428 84.36004 81.35568 80.36859 77.96531
81.10546 78.63106 79.10017 79.90639 76.86647
88.35191 78.41931 72.21879 70.35011 73.30595
83.07658 79.61079 87.85927 76.4871 78.32082
69.4671 78.91197 79.0835 78.1594 83.50051
80.30787 64.45132 69.0992 73.70919 70.42593
73.46904 75.65152 75.24494 78.72389 71.08397
70.55982 68.87641 76.55439 85.30111 80.17611
77.93668 78.01206 79.10917 80.56131 78.39549
74.33108 77.82784 79.73563 73.80999 79.17885
77.30966 78.19646 82.12264 78.24373 76.55715
71.27146 70.64182 72.61919 68.71534 65.62535
69.6761 69.25218 74.39145 74.88954 72.75168
73.76815 77.20101 80.83757 70.61116 68.75563
70.32811 72.76603 68.58324 70.94808 79.00385
76.46284 72.85292 59.42082 66.66952 80.12673
67.9125 55.38463 45.91552 69.58514 77.42896
73.06294 64.83565 66.42161 79.46611 73.96787
71.13815 79.72543 75.92918 82.50524 92.59369
84.5575 87.85883 85.05302 78.87194 75.78135
79.05604 80.05117 80.37195 81.78404 76.28483
77.03233 76.90672 82.62669 81.63408 86.20349
84.25247 80.95815 69.65037 78.59389 86.88075
87.56992 84.37319 80.77587 85.63596 84.55453
80.97847 88.94267 77.97064 79.59732 83.377
76.83687 89.84591 89.43129 80.51992 77.86911
81.53423 86.10735 82.80667 82.08867 84.38829
84.65376 85.67496 84.43422 81.05249 77.88002
88.80459 85.69221 81.88878 76.50959 84.51413
77.82351 86.82405 84.74289 93.27076 81.05307
84.36066 78.09071 81.77567 81.25133 82.00261
82.33834 84.02099 87.4278 88.7497 84.05576
77.52003 80.78672 86.0045 85.76049 81.79873
77.29703 80.53879 81.36424 84.34059 78.71382
77.23294 71.71962 76.88256 92.89807 87.08933
83.50613 84.21384 79.09863 76.58774 83.23169
81.45384 81.47822 82.99364 80.42098 80.73684
81.25111 78.2073 81.33435 80.34422 80.55988
76.99671 85.17828 85.57731 81.0431 75.30118
87.17695 77.87945 80.71521 80.39652 84.46624
82.9076 82.0594 74.07834 83.26829 84.94216
82.83664 79.27343 79.23817 90.27042 90.36417
87.93573 79.36138 86.21304 80.84889 84.93196
73.933 81.86996 85.07728 85.2117 84.97128
84.4401 80.07452 84.64062 84.85736 85.86912
87.20007 90.70097 83.82228 91.92854 89.62413
87.25841 84.40042 80.93503 81.84435 80.80669
